CONSECUTIVO;ANIO _ MATRICULA;PERIODO_ MATRICULA;CODIGO_INSTITUCION;ID_SEXO;MUNICIPIO_ PRO;CODIGO _ PROGRAMA;PROGRAMA;ANIO_NACIMIENTO;PAIS NACIMIENTO;CIUDAD NACIMIENTO;ANIO_ PRIMER CURSO;PERIODO _PRIMER CURSO
127;2019;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/07/1992 12:00:00 AM;170;5266;2019;2
128;2019;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/07/2002 12:00:00 AM;170;5001;2019;1
129;2019;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/23/1999 12:00:00 AM;170;5360;2018;2
130;2019;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/05/1999 12:00:00 AM;170;5001;2019;2
131;2019;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/22/2000 12:00:00 AM;170;5360;2019;2
698;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/15/1984 12:00:00 AM;170;17486;2019;1
699;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;04/21/2001 12:00:00 AM;862;0;2020;1
700;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/29/1978 12:00:00 AM;170;8001;2019;2
701;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/31/2001 12:00:00 AM;170;11001;2019;2
702;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/22/2002 12:00:00 AM;170;11001;2020;1
703;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/27/2000 12:00:00 AM;170;5001;2019;1
704;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/04/2001 12:00:00 AM;170;5001;2019;1
705;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/06/2001 12:00:00 AM;170;5001;2020;1
706;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;04/17/2000 12:00:00 AM;170;5001;2020;1
707;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;12/18/2000 12:00:00 AM;170;5001;2020;1
708;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/06/2000 12:00:00 AM;170;5001;2019;2
709;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/03/2002 12:00:00 AM;170;5001;2020;1
710;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/06/2001 12:00:00 AM;170;5001;2019;2
711;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/31/2000 12:00:00 AM;170;5093;2019;1
712;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/17/2002 12:00:00 AM;170;5001;2020;1
713;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/15/2001 12:00:00 AM;170;5001;2019;1
714;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/07/2002 12:00:00 AM;170;5001;2019;1
715;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/01/2003 12:00:00 AM;170;5088;2020;1
716;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/08/2001 12:00:00 AM;170;5001;2019;1
717;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/14/2002 12:00:00 AM;170;5001;2020;1
718;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/29/2000 12:00:00 AM;170;73675;2018;2
719;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/25/2002 12:00:00 AM;170;5001;2019;1
720;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/05/2001 12:00:00 AM;170;5001;2019;2
721;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/17/2003 12:00:00 AM;170;5001;2020;1
722;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/05/2001 12:00:00 AM;170;11001;2018;2
723;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/18/2000 12:00:00 AM;170;5001;2020;1
724;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/17/2002 12:00:00 AM;170;5001;2020;1
725;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/19/2003 12:00:00 AM;170;5001;2020;1
726;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/26/2001 12:00:00 AM;170;5001;2019;1
727;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/25/2001 12:00:00 AM;170;5001;2019;2
728;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/17/2001 12:00:00 AM;170;5034;2019;1
729;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/27/2000 12:00:00 AM;170;5030;2019;1
730;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/04/2001 12:00:00 AM;170;5088;2019;1
731;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/09/2001 12:00:00 AM;170;5001;2019;1
732;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;11/27/2000 12:00:00 AM;170;5001;2020;1
733;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;11/24/2001 12:00:00 AM;170;5001;2020;1
734;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/14/2001 12:00:00 AM;170;5001;2019;1
735;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/25/2002 12:00:00 AM;170;5364;2020;1
736;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/21/2002 12:00:00 AM;170;5360;2020;1
737;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/05/2001 12:00:00 AM;170;5360;2019;1
738;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/02/2001 12:00:00 AM;170;5360;2019;1
739;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/20/2003 12:00:00 AM;170;5615;2020;1
740;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/05/2002 12:00:00 AM;170;5266;2020;1
741;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/14/2001 12:00:00 AM;170;5266;2019;1
742;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/04/2002 12:00:00 AM;170;5154;2020;1
743;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/26/2001 12:00:00 AM;170;5266;2020;1
744;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/02/2002 12:00:00 AM;170;5266;2019;2
745;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;11/29/2002 12:00:00 AM;170;5266;2020;1
746;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/18/2003 12:00:00 AM;170;5266;2020;1
747;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/29/2002 12:00:00 AM;170;5380;2020;1
748;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/27/2002 12:00:00 AM;170;8001;2020;1
749;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/16/2000 12:00:00 AM;170;23807;2020;1
750;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;04/27/2000 12:00:00 AM;170;17616;2020;1
751;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/23/1999 12:00:00 AM;170;5360;2018;2
752;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/28/2002 12:00:00 AM;170;73001;2020;1
753;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/27/2000 12:00:00 AM;170;5001;2019;2
754;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/22/2000 12:00:00 AM;170;5360;2019;2
755;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;04/30/2000 12:00:00 AM;170;5088;2019;2
756;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;11/14/2000 12:00:00 AM;170;5360;2018;2
757;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/16/2000 12:00:00 AM;170;5360;2019;1
758;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/25/2002 12:00:00 AM;170;5079;2020;1
759;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/18/2001 12:00:00 AM;170;5686;2019;1
760;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;04/06/2001 12:00:00 AM;170;5736;2019;2
761;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/05/2002 12:00:00 AM;170;5360;2019;1
762;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/16/1999 12:00:00 AM;170;66001;2019;2
763;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/24/1988 12:00:00 AM;170;5001;2019;1
764;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/19/1996 12:00:00 AM;170;5001;2018;2
765;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/06/1995 12:00:00 AM;170;5001;2020;1
766;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/25/1996 12:00:00 AM;170;5001;2018;2
767;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/24/1999 12:00:00 AM;170;5360;2019;2
768;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/23/1999 12:00:00 AM;170;5360;2019;2
769;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/02/1999 12:00:00 AM;170;5001;2020;1
770;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;11/20/1995 12:00:00 AM;170;5308;2020;1
771;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/30/1996 12:00:00 AM;170;5237;2018;2
772;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/07/1988 12:00:00 AM;170;5001;2018;2
773;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/23/1991 12:00:00 AM;170;5042;2019;2
774;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/07/1992 12:00:00 AM;170;5266;2019;2
775;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/07/1993 12:00:00 AM;170;68001;2019;2
776;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/09/1995 12:00:00 AM;170;5266;2019;2
777;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/05/1996 12:00:00 AM;170;5266;2019;2
778;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/24/1997 12:00:00 AM;170;5001;2018;2
779;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/08/1997 12:00:00 AM;170;5001;2018;2
780;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/16/1998 12:00:00 AM;170;5001;2019;1
781;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/20/1998 12:00:00 AM;170;5001;2018;2
782;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/15/1998 12:00:00 AM;170;5360;2018;2
783;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/28/1998 12:00:00 AM;170;5266;2018;2
784;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/29/1998 12:00:00 AM;170;5360;2019;1
785;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/26/1998 12:00:00 AM;170;5360;2019;1
786;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/07/1998 12:00:00 AM;170;5088;2020;1
787;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/24/1999 12:00:00 AM;170;5001;2019;2
788;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/25/1986 12:00:00 AM;170;5001;2019;1
789;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/02/1996 12:00:00 AM;170;5001;2015;1
790;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/05/1997 12:00:00 AM;170;5001;2020;1
791;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/19/1990 12:00:00 AM;170;5001;2019;1
792;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/26/2002 12:00:00 AM;170;20060;2020;1
793;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/08/2001 12:00:00 AM;170;5001;2020;1
794;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/13/2002 12:00:00 AM;170;68081;2020;1
795;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/24/2002 12:00:00 AM;170;5001;2019;2
796;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/04/2001 12:00:00 AM;170;5001;2020;1
797;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/30/2001 12:00:00 AM;170;5360;2019;1
798;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/19/1996 12:00:00 AM;170;5001;2020;1
799;2020;1;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/05/1999 12:00:00 AM;170;5001;2019;2
800;2020;1;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;12/06/1999 12:00:00 AM;170;5360;2019;2
1466;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/15/1984 12:00:00 AM;170;17486;2019;1
1467;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/29/1978 12:00:00 AM;170;8001;2019;2
1468;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/20/1977 12:00:00 AM;170;5266;2020;2
1469;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/22/2002 12:00:00 AM;170;11001;2020;1
1470;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/27/2000 12:00:00 AM;170;5001;2019;1
1471;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/12/2002 12:00:00 AM;170;68001;2020;2
1472;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/04/2001 12:00:00 AM;170;5001;2020;2
1473;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/04/2001 12:00:00 AM;170;5001;2019;1
1474;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/06/2001 12:00:00 AM;170;5001;2020;1
1475;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;04/17/2000 12:00:00 AM;170;5001;2020;1
1476;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;12/18/2000 12:00:00 AM;170;5001;2020;2
1477;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;12/18/2000 12:00:00 AM;170;5001;2020;1
1478;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/06/2000 12:00:00 AM;170;5001;2019;2
1479;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/03/2002 12:00:00 AM;170;5001;2020;1
1480;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/06/2001 12:00:00 AM;170;5001;2019;2
1481;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/31/2000 12:00:00 AM;170;5093;2019;1
1482;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;06/15/2001 12:00:00 AM;170;5001;2019;1
1483;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/07/2002 12:00:00 AM;170;5001;2019;1
1484;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/08/2001 12:00:00 AM;170;5001;2019;1
1485;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/14/2002 12:00:00 AM;170;5001;2020;1
1486;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/25/2002 12:00:00 AM;170;5001;2019;1
1487;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/05/2001 12:00:00 AM;170;5001;2019;2
1488;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/17/2003 12:00:00 AM;170;5001;2020;1
1489;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/17/2002 12:00:00 AM;170;5001;2020;1
1490;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;01/26/2002 12:00:00 AM;170;5266;2020;2
1491;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/19/2003 12:00:00 AM;170;5001;2020;1
1492;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/26/2001 12:00:00 AM;170;5001;2019;1
1493;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/11/2001 12:00:00 AM;170;5001;2020;2
1494;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/25/2001 12:00:00 AM;170;5001;2019;2
1495;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;07/17/2001 12:00:00 AM;170;5034;2019;1
1496;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/27/2000 12:00:00 AM;170;5030;2019;1
1497;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/04/2001 12:00:00 AM;170;5088;2019;1
1498;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;09/09/2001 12:00:00 AM;170;5001;2019;1
1499;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;11/27/2000 12:00:00 AM;170;5001;2020;1
1500;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/14/2001 12:00:00 AM;170;5001;2019;1
1501;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;08/25/2002 12:00:00 AM;170;5364;2020;1
1502;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;02/03/2002 12:00:00 AM;170;5360;2020;2
1503;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/21/2002 12:00:00 AM;170;5360;2020;1
1504;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;10/05/2001 12:00:00 AM;170;5360;2019;1
1505;2020;2;3303;2;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;05/02/2001 12:00:00 AM;170;5360;2019;1
1506;2020;2;3303;1;5266;106578;TÉCNICA PROFESIONAL EN PRODUCCIÓN DE CONTENIDOS AUDIOVISUALES;03/20/2003 12:00:00 AM;170;5615;2020;1
