CONSECUTIVO;ANIO _ MATRICULA;PERIODO_ MATRICULA;CODIGO_INSTITUCION;ID_SEXO;MUNICIPIO_ PRO;CODIGO _ PROGRAMA;PROGRAMA;ANIO_NACIMIENTO;PAIS NACIMIENTO;CIUDAD NACIMIENTO;ANIO_ PRIMER CURSO;PERIODO _PRIMER CURSO
4765;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/28/1994 12:00:00 AM;170;5001;2022;2
4766;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/28/1999 12:00:00 AM;170;5001;2022;2
4767;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/01/2005 12:00:00 AM;170;5001;2022;1
4768;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/04/2003 12:00:00 AM;170;5890;2021;1
4769;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;04/09/1995 12:00:00 AM;170;5088;2022;1
4770;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/20/2004 12:00:00 AM;170;5001;2022;1
4771;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;04/01/2004 12:00:00 AM;170;5001;2021;1
4772;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/20/2003 12:00:00 AM;170;5001;2021;1
4773;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/26/2004 12:00:00 AM;170;5266;2022;2
4774;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;08/17/2004 12:00:00 AM;170;5001;2022;1
4775;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/14/2004 12:00:00 AM;170;5380;2022;1
4776;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/22/1999 12:00:00 AM;170;5088;2021;2
4777;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;07/21/1998 12:00:00 AM;170;5837;2022;1
4778;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/14/1999 12:00:00 AM;170;5266;2018;2
4779;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;05/01/2004 12:00:00 AM;170;5142;2022;1
4780;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/11/1994 12:00:00 AM;170;5440;2021;1
4781;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/08/2003 12:00:00 AM;170;5310;2021;1
4782;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;02/19/2004 12:00:00 AM;170;5001;2021;1
4783;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;09/16/2003 12:00:00 AM;170;5674;2021;1
4784;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/25/1996 12:00:00 AM;170;17001;2022;1
4785;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/13/1996 12:00:00 AM;170;5001;2021;1
4786;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;10/20/1994 12:00:00 AM;170;5001;2022;1
4787;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;11/26/2000 12:00:00 AM;826;0;2022;2
4788;2022;2;3303;2;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;01/27/1991 12:00:00 AM;218;0;2020;2
4789;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;03/13/2005 12:00:00 AM;170;5001;2022;2
4790;2022;2;3303;1;5266;54737;TECNICA PROFESIONAL EN ACTUACION PARA LAS PRACTICAS ESCENICAS TEATRALES;12/03/1998 12:00:00 AM;170;5088;2021;1
1;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;06/23/1990 12:00:00 AM;170;5001;2016;2
2;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/01/1996 12:00:00 AM;170;5266;2017;2
3;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/29/1999 12:00:00 AM;170;5001;2019;2
4;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/04/2001 12:00:00 AM;170;5001;2019;1
5;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;02/07/1996 12:00:00 AM;170;5360;2017;2
6;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/16/1996 12:00:00 AM;170;19001;2018;1
7;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/28/2001 12:00:00 AM;170;5001;2019;2
8;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/01/2001 12:00:00 AM;170;5001;2019;1
9;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/07/1995 12:00:00 AM;170;23466;2017;1
10;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/29/1993 12:00:00 AM;170;5001;2018;2
11;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/21/1994 12:00:00 AM;170;5360;2015;2
12;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/26/2000 12:00:00 AM;170;8001;2019;1
13;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/13/1986 12:00:00 AM;170;5001;2019;1
14;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/22/2003 12:00:00 AM;170;5360;2019;1
15;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;06/09/1998 12:00:00 AM;170;5380;2018;1
16;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/20/1988 12:00:00 AM;170;5001;2014;2
17;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/22/1999 12:00:00 AM;170;5001;2019;1
18;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/22/1998 12:00:00 AM;170;86573;2019;1
19;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/10/2000 12:00:00 AM;170;68669;2018;2
20;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/17/1995 12:00:00 AM;170;5001;2018;2
21;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/23/2001 12:00:00 AM;170;76834;2019;1
22;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/02/1999 12:00:00 AM;170;5266;2019;2
23;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/12/2000 12:00:00 AM;170;5360;2018;1
24;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/01/1999 12:00:00 AM;170;5001;2017;2
25;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/07/1998 12:00:00 AM;170;5001;2019;1
26;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/28/1999 12:00:00 AM;170;73001;2017;1
27;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/03/1997 12:00:00 AM;170;76001;2019;2
28;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/29/1996 12:00:00 AM;170;5001;2018;1
29;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;06/17/1999 12:00:00 AM;170;5360;2018;1
30;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/18/2001 12:00:00 AM;170;5360;2018;1
31;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/20/2000 12:00:00 AM;170;5088;2019;1
32;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/04/1999 12:00:00 AM;170;63001;2018;1
33;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;08/27/1997 12:00:00 AM;170;5001;2017;2
34;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/27/1990 12:00:00 AM;170;11001;2018;2
35;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/27/2000 12:00:00 AM;170;5001;2019;1
36;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/27/1994 12:00:00 AM;170;5001;2015;2
37;2019;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/05/2000 12:00:00 AM;170;5001;2019;2
38;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/23/2000 12:00:00 AM;170;66001;2019;2
39;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;06/21/1990 12:00:00 AM;170;5001;2018;1
40;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;02/18/2000 12:00:00 AM;170;5001;2018;1
41;2019;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;04/25/1988 12:00:00 AM;170;5001;2018;2
607;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/20/1985 12:00:00 AM;170;5001;2016;2
608;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/04/2001 12:00:00 AM;170;11001;2020;1
609;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;02/04/2003 12:00:00 AM;170;5001;2020;1
610;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/05/2000 12:00:00 AM;170;5001;2019;2
611;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/21/2001 12:00:00 AM;170;5001;2020;1
612;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/23/2002 12:00:00 AM;170;5001;2020;1
613;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/04/2001 12:00:00 AM;170;5001;2019;1
614;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;10/06/2001 12:00:00 AM;170;5001;2020;1
615;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/20/2001 12:00:00 AM;170;5001;2020;1
616;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;02/24/2003 12:00:00 AM;170;5088;2020;1
617;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/08/2001 12:00:00 AM;170;5088;2020;1
618;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/28/2001 12:00:00 AM;170;5001;2019;2
619;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;10/14/2001 12:00:00 AM;170;5001;2020;1
620;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/17/2003 12:00:00 AM;170;5001;2020;1
621;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;10/04/2002 12:00:00 AM;170;5266;2020;1
622;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/01/2001 12:00:00 AM;170;5001;2019;1
623;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/22/2001 12:00:00 AM;170;5001;2020;1
624;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/07/2002 12:00:00 AM;170;5001;2020;1
625;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/07/1998 12:00:00 AM;170;5001;2019;1
626;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/12/2003 12:00:00 AM;170;5001;2020;1
627;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/22/2003 12:00:00 AM;170;5360;2019;1
628;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/08/2000 12:00:00 AM;170;5656;2020;1
629;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/18/2002 12:00:00 AM;170;5266;2020;1
630;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/21/2002 12:00:00 AM;170;5266;2020;1
631;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/10/2003 12:00:00 AM;170;5360;2020;1
632;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/13/2003 12:00:00 AM;170;5360;2020;1
633;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/27/2001 12:00:00 AM;170;5360;2020;1
634;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/23/2000 12:00:00 AM;170;66001;2019;2
635;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/19/2001 12:00:00 AM;170;66682;2020;1
636;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/23/2001 12:00:00 AM;170;76834;2019;1
637;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;10/11/2002 12:00:00 AM;170;5266;2020;1
638;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/20/2000 12:00:00 AM;170;5088;2019;1
639;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/10/2000 12:00:00 AM;170;68669;2018;2
640;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;08/10/2002 12:00:00 AM;170;5001;2020;1
641;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/20/1988 12:00:00 AM;170;5001;2014;2
642;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/29/1993 12:00:00 AM;170;5001;2018;2
643;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/27/1990 12:00:00 AM;170;11001;2018;2
644;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;10/13/1999 12:00:00 AM;170;5001;2020;1
645;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;04/25/1988 12:00:00 AM;170;5001;2018;2
646;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/16/1994 12:00:00 AM;170;17272;2015;2
647;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;07/21/1994 12:00:00 AM;170;5360;2015;2
648;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;06/22/1995 12:00:00 AM;170;5001;2020;1
649;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/22/1998 12:00:00 AM;170;86573;2019;1
650;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/22/1999 12:00:00 AM;170;5001;2019;1
651;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/01/1999 12:00:00 AM;170;5001;2017;2
652;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/28/1999 12:00:00 AM;170;73001;2017;1
653;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/13/1986 12:00:00 AM;170;5001;2019;1
654;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/29/1996 12:00:00 AM;170;5001;2018;1
655;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;02/07/1996 12:00:00 AM;170;5360;2017;2
656;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;06/09/1998 12:00:00 AM;170;5380;2018;1
657;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;08/19/2002 12:00:00 AM;170;5679;2020;1
658;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/26/2000 12:00:00 AM;170;8001;2019;1
659;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;06/12/2002 12:00:00 AM;170;8001;2020;1
660;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;02/24/1991 12:00:00 AM;170;63001;2020;1
661;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/03/1997 12:00:00 AM;170;76001;2019;2
662;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;08/27/1997 12:00:00 AM;170;5001;2017;2
663;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;11/05/2001 12:00:00 AM;862;0;2020;1
664;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;01/01/1996 12:00:00 AM;170;5266;2017;2
665;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/27/1994 12:00:00 AM;170;5001;2015;2
666;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/17/1995 12:00:00 AM;170;5001;2018;2
667;2020;1;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/15/2000 12:00:00 AM;170;11001;2020;1
668;2020;1;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/29/1999 12:00:00 AM;170;5001;2019;2
1394;2020;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;06/25/2002 12:00:00 AM;170;5001;2020;2
1395;2020;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/04/2001 12:00:00 AM;170;11001;2020;1
1396;2020;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/09/2002 12:00:00 AM;170;5001;2020;2
1397;2020;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;05/05/2000 12:00:00 AM;170;5001;2019;2
1398;2020;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/21/2001 12:00:00 AM;170;5001;2020;1
1399;2020;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;12/23/2002 12:00:00 AM;170;5001;2020;1
1400;2020;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;09/04/2001 12:00:00 AM;170;5001;2019;1
1401;2020;2;3303;2;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;10/06/2001 12:00:00 AM;170;5001;2020;1
1402;2020;2;3303;1;5266;54737;TÉCNICA PROFESIONAL EN ACTUACIÓN PARA LAS PRÁCTICAS ESCÉNICAS TEATRALES;03/20/2001 12:00:00 AM;170;5001;2020;1
